id	bug_id	summary	description	report_time	report_timestamp	status	commit	commit_timestamp	files	
11	404594	Bug 404594 Assertion failed at ResolvedType.java:614		2013-03-28 16:53:10	1364500000	resolved fixed	4e34477	1364860000	org.aspectj.matcher/src/org/aspectj/weaver/ResolvedType.java	1:org.aspectj.matcher/src/org/aspectj/weaver/ResolvedType.java
12	318878	Bug 318878 Pertarget aspect instantiation is not thread-safe	"The way in which pertarget aspects compiled with ajc check if a given target already has an aspect is not thread safe. When two different threads trigger an advice on a target object for the first time at the same time, sometimes the aspect for that target gets created twice. The following code demonstrates the problem: The following pertarget aspect will add itself to a (synchronized) set in another class in it's constructor. aspect Pertarget pertarget(execution(void foo())) { public Pertarget() { Main.aspects.add(this); // Add this instance to the set in Main } before(): execution(void foo()) {} // Empty advice to trigger creation } This class creates 10000 target objects and has two separate threads call a method (that causes the aspect to be instantiated) on each object. The aspects add themselves to the ""aspects"" set and this set's size is printed when all threads have finished. import java.util.Collections; import java.util.IdentityHashMap; import java.util.Set; public class Main { public static Set aspects = Collections.synchronizedSet( Collections.newSetFromMap(new IdentityHashMap())); public static void main(String[] args) throws InterruptedException { for (int i = 0; i < 10000; ++i) { final Main m = new Main(); // Create a new target for the aspect Runnable r = new Runnable() { public void run() { m.foo(); } // This will trigger the advice }; Thread t1 = new Thread(r); Thread t2 = new Thread(r); t1.start(); t2.start(); t1.join(); t2.join(); } System.out.println(aspects.size()); // Should be 10000 } private void foo() {} } When compiled with ajc and run, the main method prints values over 10000 (something like 10030-10060 typically), which means that some target objects get multiple aspect instances. In my own application I sometimes also saw some threads accessing partially built aspect instances. This was quite rare however and I wasn't able to make a test case for it. The ajc version (the current stable) used was: AspectJ Compiler 1.6.8 (1.6.8 - Built: Friday Jan 8, 2010 at 21:53:37 GMT) - Eclipse Compiler 0.785_R33x, 3.3 The sun vm version was: Java(TM) SE Runtime Environment (build 1.6.0_20-b02) Java HotSpot(TM) 64-Bit Server VM (build 16.3-b01, mixed mode) I investigated the source of this problem: the ajc compiler generates the following (decompiled) method into the aspect class: public static void ajc$perObjectBind(Object obj) { if((obj instanceof ajcMightHaveAspect) && ((ajcMightHaveAspect)obj).perObjectGet() == null) ((ajcMightHaveAspect)obj).perObjectSet(new Pertarget()); } , which obviously is not thread safe."	2010-07-05 07:23:40	1278330000	resolved fixed	be5a530	1361830000	org.aspectj.matcher/src/org/aspectj/weaver/AjcMemberMaker.java	95:org.aspectj.matcher/src/org/aspectj/weaver/AjcMemberMaker.java
13	391384	Bug 391384 WildAnnotationTypePattern.java:231	"OK, I get that this is not supported (and what I *want* here is matching on the existence of the supplied header *among* the headers in the String[]). A feature request might be in order, but a syntax for specifying how you want to match the array would be needed.... The bug that I'm reporting is that trying to *save* this program gets an error that pops up a dialog. This should just become another error marker. It might the compiler that has to change what it throws, but in the end it's the Eclipse IDE that ends up breaking from a user standpoint. (RequestMapping.headers() is of type String[]). public aspect Fail { pointcut testable(): execution(public * @RequestMapping(headers=""x-test=test"") com.example..*(..)); } java.lang.RuntimeException at org.aspectj.weaver.patterns.WildAnnotationTypePattern.resolveAnnotationValues(WildAnnotationTypePattern.java:231) at org.aspectj.weaver.patterns.WildAnnotationTypePattern.resolveBindings(WildAnnotationTypePattern.java:325) at org.aspectj.weaver.patterns.WildTypePattern.resolveBindings(WildTypePattern.java:657) at org.aspectj.weaver.patterns.SignaturePattern.resolveBindings(SignaturePattern.java:81) at org.a ... n(Worker.java:53) Compile error: RuntimeException thrown: Compiler limitation: annotation value support not implemented for type java.lang.String[]"	2012-10-09 00:09:54	1349760000	resolved fixed	edb41e3	1360090000	org.aspectj.matcher/src/org/aspectj/weaver/WeaverMessages.java org.aspectj.matcher/src/org/aspectj/weaver/patterns/WildAnnotationTypePattern.java tests/bugs172/pr391384/Code.java tests/src/org/aspectj/systemtest/ajc172/Ajc172Tests.java	1:org.aspectj.matcher/src/org/aspectj/weaver/patterns/WildAnnotationTypePattern.java 11:tests/src/org/aspectj/systemtest/ajc172/Ajc172Tests.java 1463:org.aspectj.matcher/src/org/aspectj/weaver/WeaverMessages.java
14	394535	Bug 394535 Java throws OutOfMemory in call to Class.getGenericSuperclass() on woven class		2012-11-18 10:54:17	1353250000	resolved fixed	46f9079	1360090000	org.aspectj.matcher/src/org/aspectj/weaver/TypeVariable.java tests/bugs172/pr394535/Bug.java tests/bugs172/pr394535/Bug2.java tests/src/org/aspectj/systemtest/ajc172/Ajc172Tests.java	29:org.aspectj.matcher/src/org/aspectj/weaver/TypeVariable.java 31:tests/src/org/aspectj/systemtest/ajc172/Ajc172Tests.java
15	399590	Bug 399590 Bad generics signature generated		2013-01-31 04:17:35	1359620000	resolved fixed	4af4b1e	1360010000	org.aspectj.matcher/src/org/aspectj/weaver/BoundedReferenceType.java tests/bugs172/pr399590/Cage.java tests/bugs172/pr399590/Cage2.java tests/bugs172/pr399590/five/Cage.java tests/bugs172/pr399590/five/Cage2.java tests/bugs172/pr399590/four/Cage.java tests/bugs172/pr399590/four/Cage2.java tests/bugs172/pr399590/three/Cage.java tests/bugs172/pr399590/three/Cage2.java tests/bugs172/pr399590/two/Cage.java tests/bugs172/pr399590/two/Cage2.java tests/src/org/aspectj/systemtest/ajc172/Ajc172Tests.java	148:tests/src/org/aspectj/systemtest/ajc172/Ajc172Tests.java 198:org.aspectj.matcher/src/org/aspectj/weaver/BoundedReferenceType.java
16	399408	Bug 399408 NPE in ExactAnnotationTypePattern.matches	[ERROR] java.lang.NullPointerException [ERROR] at org.aspectj.weaver.patterns.ExactAnnotationTypePattern.matches(ExactAnnotationTypePattern.java:137) [ERROR] at org.aspectj.weaver.patterns.ExactAnnotationTypePattern.matches(ExactAnnotationTypePattern.java:96) [ERROR] at org.aspectj.weaver.patterns.AnyWithAnnotationTypePattern.matchesExactly(AnyWithAnnotationTypePattern.java:55) [ERROR] at org.aspectj.weaver.patterns.TypePattern.matchesStatically(TypePattern.java:132) [ERROR] at org.aspectj.weaver.patterns.DeclareParents.match(DeclareParents.java:63) [ERROR] at org.aspectj.weaver.patterns.DeclareParents.findMatchingNewParents(DeclareParents.java:358) [ERROR] at org.aspectj.ajdt.internal.compiler.lookup.AjLookupEnvironment.doDeclareParents(AjLookupEnvironment.java:885) [ERROR] at org.aspectj.ajdt.internal.compiler.lookup.AjLookupEnvironment.weaveInterTypeDeclarations(AjLookupEnvironment.java:766) [ERROR] at org.aspectj.ajdt.internal.compiler.lookup.AjLookupEnvironment.weaveIntertypes(AjLookupEnvironment.java:424) [ERROR] at org.aspectj.ajdt.internal.compiler.lookup.AjLookupEnvironment.weaveIntertypes(AjLookupEnvironment.java:410) [ERROR] at org.aspectj.ajdt.internal.compiler.lookup.AjLookupEnvironment.completeTypeBindings(AjLookupEnvironment.java:261)	2013-01-29 12:01:47	1359480000	resolved fixed	d524403	1359480000	org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/lookup/EclipseSourceType.java	31:org.aspectj.ajdt.core/src/org/aspectj/ajdt/internal/compiler/lookup/EclipseSourceType.java
17	398588	Bug 398588 Using aspect 'requires' clause causes all aspects with 'requires' clauses not be loaded regardless	"The usage of the 'requires' clause causes all aspects that have have 'requires' clauses not to be loaded regardless of whether the specified required class exists or not. Here is the scenario and why it happens: Let's assume we have a bunch of aspects (A1, A2, A3, etc.) - all with 'requires' clauses and all referencing classes that can be satisfied. ClassLoaderWeavingAdaptor#registerAspects goes over the aspects in a Definition one by one. It reaches aspect A1 and detects that it has a 'requires' clause, and so it invokes BcelWorld#addAspectRequires. This causes the aspect A1 and its required class to be registered in an internal 'aspectRequiredTypes' map. Then the code calls BcelWeaver#addLibraryAspect with A1 as the argument, which in turn calls addOrReplaceAspect which invokes 'hasUnsatisfiedDependency'. The 'hasUnsatisfiedDependency' has been written to run only ONCE - i.e., it checks if it has already run, and if so then it does nothing. Otherwise, it removes from the 'aspectRequiredTypes' map all the types that can be resolved, thus leaving only those that cannot be resolved. In other words, it assumes that after having run (once !!!) any remaining type must be unsatified. Thus, when it is invoked with A1, being the 1st time, it resolves the required type by A1 and leaves the 'aspectRequiredTypes' map empty - but also marks that no further running is required. When the ClassLoaderWeavingAdaptor#registerAspects loop reaches A2, it call BcelWorld#addAspectRequires since A2 also declares a 'requires' clause. This causes A2 and its referenced class to be mapped in the 'aspectRequiredTypes' map. However, when BcelWeaver#addLibraryAspect is called with A2 and the code reaches 'hasUnsatisfiedDependency' - the code assumes that it has already run (which it has - with A1), so it does not check if indeed A2's referenced class can be satisfied (which we assume it can). In other words, all subsequent aspects (A2, A3, etc.) are declared as having unsatisified dependencies - which they don't. The (quick) bugfix seems rather simple: every time BcelWorld#addAspectRequires method is called, it should mark 'aspectRequiredTypesProcessed' as FALSE, in order to force a re-evaluation in case 'hasUnsatisfiedDependency' is called."	2013-01-20 01:42:35	1358660000	resolved fixed	96ebaae	1358790000	tests/bugs172/pr398588/Anno.java tests/bugs172/pr398588/Anno2.java tests/bugs172/pr398588/AspectA.java tests/bugs172/pr398588/AspectB.java tests/bugs172/pr398588/AspectC.java tests/bugs172/pr398588/AspectD.java tests/bugs172/pr398588/Blah.java tests/bugs172/pr398588/Code.java tests/bugs172/pr398588/Code2.java tests/src/org/aspectj/systemtest/ajc172/Ajc172Tests.java weaver/src/org/aspectj/weaver/bcel/BcelWorld.java	2:weaver/src/org/aspectj/weaver/bcel/BcelWorld.java 140:tests/src/org/aspectj/systemtest/ajc172/Ajc172Tests.java
18	395221	Bug 395221 weird error about unbound formals when mixing generics with annotation style	"From the mailing list: I have following problem with following Aspect: @Aspect public class CounterAspect extends AbstractMoskitoAspect { @Around(value = ""execution(* *(..)) && (@annotation(method))"") public Object countMethod(ProceedingJoinPoint pjp, Count method) throws Throwable { return count(pjp, method.producerId(), method.subsystem(), method.category()); } @Around(value = ""execution(* *(..)) && (@annotation(method))"") public Object countByParameter(ProceedingJoinPoint pjp, CountByParameter method) throws Throwable { return countByParameter(pjp, method.producerId(), method.subsystem(), method.category()); } @Around(value = ""execution(* *.*(..)) && (@within(clazz))"") public Object countClass(ProceedingJoinPoint pjp, Count clazz) throws Throwable { return count(pjp, clazz.producerId(), clazz.subsystem(), clazz.category()); } private Object countByParameter(ProceedingJoinPoint pjp, String aProducerId, String aSubsystem, String aCategory) throws Throwable { .... It works. However, since I have two similar aspects that differ only in using some internal classes, I made my super class using generics: public class AbstractMoskitoAspect<S extends IStats> { @Aspect public class CounterAspect extends AbstractMoskitoAspect<CounterStats> { this breaks the build instantly with the very unhelpful error message: [ERROR] Failed to execute goal org.codehaus.mojo:aspectj-maven-plugin:1.4:compile (default) on project moskito-aop: Compiler errors: [ERROR] error at @Around(value = ""execution(* *(..)) && (@annotation(method))"") [ERROR] ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ [ERROR] /Users/another/projects/moskito/moskito-aop/java/net/anotheria/moskito/aop/aspect/CounterAspect.java:24:0::0 the parameter pjp is not bound in [all branches of] pointcut [ERROR] error at @Around(value = ""execution(* *(..)) && (@annotation(method))"") [ERROR] ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ [ERROR] /Users/another/projects/moskito/moskito-aop/java/net/anotheria/moskito/aop/aspect/CounterAspect.java:29:0::0 the parameter pjp is not bound in [all branches of] pointcut [ERROR] error at @Around(value = ""execution(* *.*(..)) && (@within(clazz))"") [ERROR] ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ [ERROR] /Users/another/projects/moskito/moskito-aop/java/net/anotheria/moskito/aop/aspect/CounterAspect.java:34:0::0 the parameter pjp is not bound in [all branches of] pointcut what am i doing wrong here?"	2012-11-27 17:34:23	1354060000	resolved fixed	3e5af0f	1354060000	org.aspectj.matcher/src/org/aspectj/weaver/patterns/AndPointcut.java	1710:org.aspectj.matcher/src/org/aspectj/weaver/patterns/AndPointcut.java
19	394234	Bug 394234 Invalid StackMapTable generated in Java 7	"When compiling for Java 7, AspectJ can compute an invalid StackMapTable. The verifier will throw a ClassNotFoundException when the generated class is loaded. Example: class Parent<T> {} class ChildA<T> extends Parent<T> {} class ChildB<T> extends Parent<T> {} public Object methodWithBadStackMapTable(boolean value) { return value ? new ChildA<String>() : new ChildB<String>(); } javap shows the computed StackMapTable to be: StackMapTable: number_of_entries = 2 frame_type = 15 /* same */ frame_type = 71 /* same_locals_1_stack_item */ stack = [ class ""Parent<T>"" ] when it should be: StackMapTable: number_of_entries = 2 frame_type = 15 /* same */ frame_type = 71 /* same_locals_1_stack_item */ stack = [ class Parent ]"	2012-11-13 18:48:24	1352850000	resolved fixed	fc55431	1352940000	weaver/src/org/aspectj/weaver/bcel/asm/StackMapAdder.java	91:weaver/src/org/aspectj/weaver/bcel/asm/StackMapAdder.java
20	391123	Bug 391123 Added support for more cache backing(s)		2012-10-04 10:14:52	1349360000	closed fixed	df1823b	1351540000	build/src/org/aspectj/internal/tools/ant/taskdefs/Checklics.java util/src/org/aspectj/util/LangUtil.java weaver/src/org/aspectj/weaver/tools/cache/AbstractIndexedFileCacheBacking.java weaver/src/org/aspectj/weaver/tools/cache/AsynchronousFileCacheBacking.java weaver/src/org/aspectj/weaver/tools/cache/DefaultFileCacheBacking.java weaver/src/org/aspectj/weaver/tools/cache/FlatFileCacheBacking.java weaver/src/org/aspectj/weaver/tools/cache/ZippedFileCacheBacking.java weaver/testsrc/org/aspectj/weaver/tools/cache/AbstractCacheBackingTestSupport.java weaver/testsrc/org/aspectj/weaver/tools/cache/AsynchronousFileCacheBackingTestSupport.java weaver/testsrc/org/aspectj/weaver/tools/cache/CacheTests.java weaver/testsrc/org/aspectj/weaver/tools/cache/DefaultCacheKeyResolverTest.java weaver/testsrc/org/aspectj/weaver/tools/cache/DefaultFileCacheBackingTest.java weaver/testsrc/org/aspectj/weaver/tools/cache/FlatFileCacheBackingTest.java weaver/testsrc/org/aspectj/weaver/tools/cache/SimpleClassCacheTest.java weaver/testsrc/org/aspectj/weaver/tools/cache/WeavedClassCacheTest.java weaver/testsrc/org/aspectj/weaver/tools/cache/ZippedFileCacheBackingTest.java	2:weaver/testsrc/org/aspectj/weaver/tools/cache/DefaultFileCacheBackingTest.java 4:weaver/src/org/aspectj/weaver/tools/cache/DefaultFileCacheBacking.java 7:weaver/testsrc/org/aspectj/weaver/tools/cache/WeavedClassCacheTest.java 16:weaver/src/org/aspectj/weaver/tools/cache/AbstractIndexedFileCacheBacking.java 25:weaver/testsrc/org/aspectj/weaver/tools/cache/SimpleClassCacheTest.java 30:weaver/testsrc/org/aspectj/weaver/tools/cache/CacheTests.java 35:util/src/org/aspectj/util/LangUtil.java 126:weaver/testsrc/org/aspectj/weaver/tools/cache/DefaultCacheKeyResolverTest.java
