id	bug_id	summary	description	report_time	report_timestamp	status	commit	commit_timestamp	files	
11	55974	Bug 55974 Honor the order when reporting XML parsing errors and warnings in XmlErrorHandler class		2014-01-07 22:59:05	1389150000	resolved fixed	328adb1	1389280000	java/org/apache/tomcat/util/descriptor/XmlErrorHandler.java	1:java/org/apache/tomcat/util/descriptor/XmlErrorHandler.java
12	55970	Bug 55970 A reloadable context is reloaded repeatedly if WEB-INF/lib contains non-jar files		2014-01-07 18:13:45	1389140000	resolved fixed	5594699	1389280000	java/org/apache/catalina/loader/WebappClassLoader.java	14:java/org/apache/catalina/loader/WebappClassLoader.java
13	55960	Bug 55960 TestSSOnonLoginAndBasicAuthenticator is flawed and incomplete		2014-01-06 14:47:05	1389040000	resolved fixed	ad129f8	1389280000	test/org/apache/catalina/authenticator/TestSSOnonLoginAndBasicAuthenticator.java test/org/apache/catalina/startup/TesterServletEncodeUrl.java	1:test/org/apache/catalina/authenticator/TestSSOnonLoginAndBasicAuthenticator.java
14	55958	Bug 55958 Tomcat tries to deploy dir as zip archive even when it is a directory if the name ends with .war	Webapp deployment fails if the dirname ends with .war because it is automatically considered as zip archive.	2014-01-06 09:28:12	1389020000	resolved fixed	5964a52	1389280000	java/org/apache/catalina/core/ContainerBase.java java/org/apache/catalina/ha/deploy/FarmWarDeployer.java java/org/apache/catalina/manager/HTMLManagerServlet.java java/org/apache/catalina/mbeans/MBeanUtils.java java/org/apache/catalina/startup/FailedContext.java java/org/apache/catalina/startup/HostConfig.java java/org/apache/catalina/storeconfig/StandardContextSF.java java/org/apache/catalina/util/ContextName.java test/org/apache/catalina/startup/TestHostConfigAutomaticDeployment.java test/org/apache/catalina/util/TestContextName.java	7:java/org/apache/catalina/manager/HTMLManagerServlet.java 8:java/org/apache/catalina/startup/HostConfig.java 9:java/org/apache/catalina/ha/deploy/FarmWarDeployer.java 12:java/org/apache/catalina/util/ContextName.java 22:test/org/apache/catalina/util/TestContextName.java 27:test/org/apache/catalina/startup/TestHostConfigAutomaticDeployment.java 50:java/org/apache/catalina/core/ContainerBase.java 59:java/org/apache/catalina/startup/FailedContext.java 222:java/org/apache/catalina/mbeans/MBeanUtils.java 228:java/org/apache/catalina/storeconfig/StandardContextSF.java
15	55937	Bug 55937 Tomcat auto deployer not working for ROOT applications		2013-12-27 15:41:22	1388180000	resolved fixed	346e264	1389270000	java/org/apache/catalina/util/ContextName.java test/org/apache/catalina/util/TestContextName.java	308:java/org/apache/catalina/util/ContextName.java 372:test/org/apache/catalina/util/TestContextName.java
16	55939	Bug 55939 Seeing issues with non-blocking io when writing lots of data		2013-12-29 19:40:03	1388360000	resolved fixed	411e4cc	1388430000	java/org/apache/coyote/Response.java	5:java/org/apache/coyote/Response.java
17	55905	Bug 55905 Error message unhelpful when web.xml references a tld file that doesn't exist		2013-12-18 14:30:15	1387400000	resolved fixed	bcb9c58	1387390000	java/org/apache/jasper/servlet/TldScanner.java	6:java/org/apache/jasper/servlet/TldScanner.java
18	55884	Bug 55884 JSPs no longer compile in Java 8		2013-12-14 17:03:59	1387060000	verified fixed	8a5179c	1387210000	java/org/apache/jasper/compiler/JspRuntimeContext.java	9:java/org/apache/jasper/compiler/JspRuntimeContext.java
19	55820	Bug 55820 Add 172.16/12 range to default internal proxies		2013-11-27 15:53:07	1385590000	resolved fixed	c1be72f	1386580000	java/org/apache/catalina/filters/RemoteIpFilter.java java/org/apache/catalina/valves/RemoteIpValve.java	3:java/org/apache/catalina/valves/RemoteIpValve.java 4:java/org/apache/catalina/filters/RemoteIpFilter.java
20	55811	Bug 55811 Do not parse web-fragment.xml files when empty absolute-ordering		2013-11-22 14:45:40	1385150000	resolved fixed	f4da7dc	1386450000	java/org/apache/catalina/startup/ContextConfig.java java/org/apache/jasper/servlet/JspCServletContext.java java/org/apache/tomcat/util/descriptor/web/FragmentJarScannerCallback.java	7:java/org/apache/tomcat/util/descriptor/web/FragmentJarScannerCallback.java 9:java/org/apache/catalina/startup/ContextConfig.java 18:java/org/apache/jasper/servlet/JspCServletContext.java
21	55801	Bug 55801 Add ability to provide custom SSLContext for websocket client		2013-11-20 09:57:24	1384960000	resolved fixed	ef3f56e	1386450000	java/org/apache/tomcat/websocket/WsWebSocketContainer.java	34:java/org/apache/tomcat/websocket/WsWebSocketContainer.java
22	55851	Bug 55851 Tomcat SPNEGO authenticator incompatible with IBM JDK: Accept Security Context needs to be wrapped around a Privileged Action in order for server side authentication		2013-12-06 08:56:41	1386340000	resolved fixed	bba9747	1386360000	java/org/apache/catalina/authenticator/SpnegoAuthenticator.java	1:java/org/apache/catalina/authenticator/SpnegoAuthenticator.java
23	55842	Bug 55842 response.setBufferSize() does not seem to work properly	"I found a problem with setting the buffer size for the ServletResponse. If I call 'response.setBufferSize(1,000,000);' and send about 20,000 characters, the response will be chunked even though it should not. The response is sent in several chunks and contains the 'Transfer-Encoding: chunked' response header. In my understanding in this case the response should be fully buffered on the server and then sent as a whole containing the Content-Length-header. This causes a problem in my application because I want to use a larger buffer to be able to redirect to an error page if an error occurs during rendering the response. I was able to reproduce this on Tomcat 7.0.39, 7.0.40, 7.0.42, 7.0.47. Tomcat 7.0.37 works fine and as expected. This is easily reproducable by using a JSP as follows: <% response.setBufferSize(1000*1000); for (int i = 0; i < 100; i++) { for (int j = 0; j < 100; j++) { response.getWriter().write(""X""); } response.getWriter().write(""<br />""); } %>"	2013-12-04 15:56:09	1386190000	resolved fixed	f4970a7	1386330000	java/org/apache/catalina/connector/OutputBuffer.java java/org/apache/tomcat/util/buf/ByteChunk.java	13:java/org/apache/catalina/connector/OutputBuffer.java 49:java/org/apache/tomcat/util/buf/ByteChunk.java
24	55837	Bug 55837 ServletContext.getRealPath() returns null	"[code] String path = servletContext.getRealPath('/test'); if no file or folder named '/test' exist in webroot then path return null but int tomcat 5\6\7, it will return the correct value , ex /data/oschina/webapp/test"	2013-12-03 08:03:13	1386080000	resolved fixed	a63bf3a	1386180000	java/org/apache/catalina/webresources/DirResourceSet.java java/org/apache/catalina/webresources/EmptyResource.java java/org/apache/catalina/webresources/StandardRoot.java test/org/apache/catalina/webresources/AbstractTestResourceSet.java	23:java/org/apache/catalina/webresources/StandardRoot.java 114:java/org/apache/catalina/webresources/EmptyResource.java 383:java/org/apache/catalina/webresources/DirResourceSet.java 431:test/org/apache/catalina/webresources/AbstractTestResourceSet.java
25	55804	Bug 55804 SPNEGOAUTHENTICATOR - GSSCredential does not get renewed after RemainingLifeTime is less than zero	"In SpnegoAuthenticator, we check for request.getUserPrincipal() if it returns a prinicpal we do not do a fresh authentication. This happens even when the GSSCredential returned by GenericPrincipal has remainingLife time less than zero. This causes issues in delegating the credential as the credential is not valid any more. Can we add additional check to reauthenticate when the credental has expired and put GSSCredential in the same session?"	2013-11-20 19:23:11	1384990000	resolved fixed	8f67335	1385750000	java/org/apache/catalina/connector/Request.java	9:java/org/apache/catalina/connector/Request.java
26	55798	Bug 55798 Enabling Manager App - process and description is inadequate		2013-11-19 23:03:23	1384920000	resolved fixed	13c6551	1384940000	java/org/apache/catalina/users/MemoryUserDatabase.java	256:java/org/apache/catalina/users/MemoryUserDatabase.java
27	55778	Bug 55778 JNDIRealm: Authentication with GSSAPI to LDAP with SSL connection causes an exception	"Whenever i try to authenticate with GSSAPI to a LDAP server with a SSL connection (ldaps), the following exception is thrown: javax.naming.ServiceUnavailableException: myserver.at:636; socket closed; remaining name 'dc=example,dc=org' at com.sun.jndi.ldap.Connection.readReply(Connection.java:452) at com.sun.jndi.ldap.LdapClient.getSearchReply(LdapClient.java:631) at com.sun.jndi.ldap.LdapClient.search(LdapClient.java:554) at com.sun.jndi.ldap.LdapCtx.doSearch(LdapCtx.java:1985) at com.sun.jndi.ldap.LdapCtx.searchAux(LdapCtx.java:1847) at com.sun.jndi.ldap.LdapCtx.c_search(LdapCtx.java:1772) ... Steps to reproduce: 1. Configure the valve org.apache.catalina.authenticator.SpnegoAuthenticator in the server.xml with storeDelegatedCredential=""true"". 2. Configure the realm org.apache.catalina.realm.JNDIRealm in the server.xml with an SSL connection url (e.g. ldaps://myserver.at:636) 3. Configure an auth-method with SPNEGO, security-constraints and security-roles in the web.xml 4. Add required keystores to the jdk for the ldaps connection. 5. Try to authenticate I debugged into the JNDIRealm and figured out, that changing line 2082 from ""context.addToEnvironment(""javax.security.sasl.qop"", ""auth-conf"");"" to ""context.addToEnvironment(""javax.security.sasl.qop"", ""auth"");"" would solve the problem. I also tested the fix with a new written JNDIRealm. But i'm not sure, if this fix causes other security issues."	2013-11-14 14:51:16	1384460000	resolved fixed	27806aa	1384540000	java/org/apache/catalina/realm/JNDIRealm.java	1:java/org/apache/catalina/realm/JNDIRealm.java
28	55776	"Bug 55776 if path include relative char, eg: ../, classloader will not find zhe file"	"I use ibatis in my project, config file path include '..', tomcat can not find the file, command line show: Could not find resource ../ibatis/code/sendType.xml"	2013-11-14 06:14:50	1384430000	resolved fixed	a1ad6ce	1384530000	java/org/apache/catalina/webresources/StandardRoot.java	123:java/org/apache/catalina/webresources/StandardRoot.java
29	55772	Bug 55772 Flushing AsyncContext response writer after ClientAbortException (BrokenPipe) causes request state to leak		2013-11-13 04:45:21	1384340000	resolved fixed	cb62f86	1384520000	java/org/apache/catalina/connector/CoyoteAdapter.java java/org/apache/coyote/ActionCode.java java/org/apache/coyote/ajp/AbstractAjpProcessor.java java/org/apache/coyote/http11/AbstractHttp11Processor.java java/org/apache/coyote/spdy/SpdyProcessor.java test/org/apache/coyote/http11/TestAbstractHttp11Processor.java	13:java/org/apache/coyote/http11/AbstractHttp11Processor.java 16:java/org/apache/coyote/ajp/AbstractAjpProcessor.java 29:java/org/apache/coyote/spdy/SpdyProcessor.java 161:java/org/apache/catalina/connector/CoyoteAdapter.java 304:test/org/apache/coyote/http11/TestAbstractHttp11Processor.java
30	55760	Bug 55760 Tomcat SPNEGO authenticator incompatible with IBM JDK in case of Keytab based initiate and accept authentication		2013-11-08 11:48:18	1383930000	resolved fixed	0a4e847	1384160000	java/org/apache/catalina/authenticator/SpnegoAuthenticator.java	1:java/org/apache/catalina/authenticator/SpnegoAuthenticator.java
31	55749	Bug 55749 Disabling SSLEngine in AprLifecycleListener leads to misleading error message at startup when SSL Connector is delcared	"Put a <Listener className=""org.apache.catalina.core.AprLifecycleListener"" SSLEngine=""off"" /> in you server.xml. Put the APR connector some weeks later in your server.xml: <Connector protocol=""org.apache.coyote.http11.Http11AprProtocol"" port=""@HTTPS_PORT@"" connectionTimeout=""20000"" maxHttpHeaderSize=""24576"" maxThreads=""250"" URIEncoding=""UTF-8"" bufferSize=""4096"" scheme=""https"" secure=""true"" SSLEnabled=""true"" SSLProtocol=""TLSv1"" SSLCipherSuite=""HIGH:!ADH"" SSLCertificateFile=""@SSL_CERT_FILE@"" SSLCertificateKeyFile=""@SSL_CERT_KEY_FILE@"" SSLPassword=""@SSL_PASSWORD@"" /> Start your Tomcat and receive following confusing message: Nov 06, 2013 1:30:39 PM org.apache.coyote.http11.Http11AprProtocol start SEVERE: Error starting endpoint java.lang.Exception: Socket bind failed: [226] Adresse bereits im Zugriff at org.apache.tomcat.util.net.AprEndpoint.init(AprEndpoint.java:671) at org.apache.tomcat.util.net.AprEndpoint.start(AprEndpoint.java:851) at org.apache.coyote.http11.Http11AprProtocol.start(Http11AprProtocol.java:139) at org.apache.catalina.connector.Connector.start(Connector.java:1196) at org.apache.catalina.core.StandardService.start(StandardService.java:540) at org.apache.catalina.core.StandardServer.start(StandardServer.java:754) at org.apache.catalina.startup.Catalina.start(Catalina.java:595) at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57) at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) at java.lang.reflect.Method.invoke(Method.java:606) at org.apache.catalina.startup.Bootstrap.start(Bootstrap.java:289) at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:414) Nov 06, 2013 1:30:39 PM org.apache.catalina.core.StandardService start SEVERE: Failed to start connector [Connector[HTTP/1.1-8444]] LifecycleException: service.getName(): ""Catalina""; Protocol handler start failed: java.lang.Exception: Socket bind failed: [226] Adresse bereits im Zugriff at org.apache.catalina.connector.Connector.start(Connector.java:1203) at org.apache.catalina.core.StandardService.start(StandardService.java:540) at org.apache.catalina.core.StandardServer.start(StandardServer.java:754) at org.apache.catalina.startup.Catalina.start(Catalina.java:595) at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57) at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) at java.lang.reflect.Method.invoke(Method.java:606) at org.apache.catalina.startup.Bootstrap.start(Bootstrap.java:289) at org.apache.catalina.startup.Bootstrap.main(Bootstrap.java:414) This is of course not correct. The port IS availble but the SSL engine has been turned off. There should be a check at stratup which says that this is an illegal state."	2013-11-06 12:32:17	1383760000	resolved fixed	014cf1c	1384110000	java/org/apache/tomcat/util/net/AprEndpoint.java	2:java/org/apache/tomcat/util/net/AprEndpoint.java
32	55735	Bug 55735 Additional quote entity in html element attribute evaluated in tagx if attribute contains EL expression		2013-11-02 06:14:56	1383390000	resolved fixed	7ee1275	1383690000	java/org/apache/jasper/compiler/Validator.java java/org/apache/jasper/runtime/PageContextImpl.java test/org/apache/jasper/compiler/TestParser.java test/org/apache/jasper/compiler/TesterValidator.java test/org/apache/jasper/runtime/TesterPageContextImpl.java	22:java/org/apache/jasper/runtime/PageContextImpl.java 78:test/org/apache/jasper/compiler/TestParser.java 84:java/org/apache/jasper/compiler/Validator.java 214:test/org/apache/jasper/runtime/TesterPageContextImpl.java
33	55715	"Bug 55715 RemoteEndpoint.Async#sendText(String, SendHandler) can cause StackOverflowErrors and contradicts Oracle's JavaDoc"		2013-10-28 15:34:56	1382990000	resolved fixed	3f316f1	1383130000	java/org/apache/tomcat/websocket/server/Constants.java java/org/apache/tomcat/websocket/server/WsContextListener.java java/org/apache/tomcat/websocket/server/WsHttpUpgradeHandler.java java/org/apache/tomcat/websocket/server/WsRemoteEndpointImplServer.java java/org/apache/tomcat/websocket/server/WsServerContainer.java java/org/apache/tomcat/websocket/server/WsWriteTimeout.java	3:java/org/apache/tomcat/websocket/server/WsRemoteEndpointImplServer.java 40:java/org/apache/tomcat/websocket/server/WsServerContainer.java 137:java/org/apache/tomcat/websocket/server/WsHttpUpgradeHandler.java 169:java/org/apache/tomcat/websocket/server/WsWriteTimeout.java 926:java/org/apache/tomcat/websocket/server/Constants.java 1458:java/org/apache/tomcat/websocket/server/WsContextListener.java
